,Open,High,Low,Close,Volume
13:47:00,218.935,218.96,218.77,218.94,40157
13:48:00,218.99,218.99,218.9,218.91,22441
13:49:00,218.935,219.01,218.9126,219.01,34118
13:50:00,219.03,219.26,219.03,219.26,68885
13:51:00,219.3,219.36,219.1,219.1,60702
13:52:00,219.11,219.23,219.06,219.1029,23776
13:53:00,219.05,219.1712,219.05,219.1712,40296
13:54:00,219.19,219.19,218.9,218.91,38545
13:55:00,218.95,218.99,218.93,218.97,29814
13:56:00,219.01,219.01,218.81,218.9101,46064
13:57:00,218.95,218.96,218.91,218.96,15777
13:58:00,218.98,219.11,218.98,219.0729,54152
13:59:00,219.022,219.052,218.85,218.8701,32133
14:00:00,218.92,219,218.92,218.98,19171
14:01:00,219.05,219.09,218.82,218.84,42998
14:02:00,218.8223,218.87,218.6946,218.72,31012
14:03:00,218.8,218.82,218.45,218.45,57873
14:04:00,218.5173,218.62,218.5,218.6,21427
14:05:00,218.62,218.94,218.62,218.82,30518
14:06:00,218.8,218.83,218.66,218.66,24820
14:07:00,218.6901,218.6901,218.52,218.62,28557
14:08:00,218.6676,218.76,218.5901,218.65,32071
14:09:00,218.68,218.7237,218.57,218.57,16461
14:10:00,218.57,218.7,218.46,218.7,36509
14:11:00,218.71,218.71,218.35,218.35,47653
14:12:00,218.3532,218.3704,218.23,218.3704,36876
14:13:00,218.405,218.405,218.27,218.27,21710
14:14:00,218.33,218.37,218.07,218.1536,45571
14:15:00,218.18,218.18,217.92,218.01,84937
14:16:00,218,218.14,217.97,218.14,24564
14:17:00,218.16,218.16,217.99,218.0554,34003
14:18:00,218.08,218.1136,218.05,218.1,14522
14:19:00,218.07,218.1083,217.93,217.97,45147
14:20:00,217.95,217.97,217.87,217.9565,40977
14:21:00,217.92,218.2299,217.92,218.2299,42764
14:22:00,218.1934,218.29,218.19,218.2799,34534
14:23:00,218.25,218.3202,218.225,218.27,44037
14:24:00,218.26,218.4,218.23,218.38,30994
14:25:00,218.38,218.38,218.1046,218.27,52106
14:26:00,218.31,218.34,218.16,218.245,34722
14:27:00,218.25,218.25,217.83,217.9138,61868
14:28:00,217.88,217.9986,217.88,217.93,35934
14:29:00,217.98,217.98,217.68,217.78,82641
14:30:00,217.82,217.87,217.75,217.758,44142
14:31:00,217.78,217.79,217.6,217.7,68521
14:32:00,217.73,217.84,217.7198,217.77,52658
14:33:00,217.75,218.04,217.7,218.04,66298
14:34:00,218.04,218.04,217.9347,217.9347,33340
14:35:00,217.93,218.13,217.93,218.075,27573
14:36:00,218.1,218.12,217.85,217.9955,47982
14:37:00,218.03,218.15,217.92,218.0546,39127
14:38:00,218.05,218.11,217.97,218.1,44109
14:39:00,218.11,218.22,218.11,218.22,46678
14:40:00,218.21,218.21,218.07,218.1,38515
14:41:00,218.09,218.21,218.045,218.1409,44388
14:42:00,218.19,218.33,218.12,218.3022,48683
14:43:00,218.28,218.36,218.17,218.32,40449
14:44:00,218.32,218.56,218.28,218.5085,69840
14:45:00,218.5111,218.75,218.505,218.75,105150
14:46:00,218.76,218.82,218.63,218.7008,57561
14:47:00,218.6936,218.79,218.67,218.763,34149
14:48:00,218.77,218.8744,218.65,218.785,56961
14:49:00,218.77,218.835,218.75,218.82,32279
14:50:00,218.81,218.9,218.76,218.85,43394
14:51:00,218.8653,219.05,218.8653,218.9938,106615
14:52:00,219.03,219.22,219.01,219.181,69202
14:53:00,219.23,219.38,219.23,219.2593,88350
14:54:00,219.23,219.43,219.23,219.43,32489
14:55:00,219.43,219.5,219.3,219.3,77099
14:56:00,219.27,219.38,219.27,219.3411,60619
14:57:00,219.38,219.42,219.3,219.36,22913
14:58:00,219.375,219.41,219.185,219.34,58555
14:59:00,219.3042,219.33,219.27,219.281,45844
15:00:00,219.29,219.31,219.145,219.22,54080
15:01:00,219.19,219.32,219.06,219.15,62630
15:02:00,219.2,219.24,219.11,219.11,44027
15:03:00,219.13,219.3081,219.13,219.27,51119
15:04:00,219.2385,219.26,219.155,219.26,29844
15:05:00,219.2796,219.3762,219.2796,219.31,52842
15:06:00,219.35,219.397,219.32,219.37,37499
15:07:00,219.43,219.54,219.41,219.51,79600
15:08:00,219.54,219.72,219.49,219.72,62794
15:09:00,219.7,219.84,219.55,219.6,135154
15:10:00,219.605,219.605,219.27,219.46,92019
15:11:00,219.45,219.4546,219.06,219.06,97559
15:12:00,219.065,219.08,218.809,218.88,85373
15:13:00,218.84,218.93,218.62,218.85,74791
15:14:00,218.83,218.88,218.6,218.6,66996
15:15:00,218.62,218.74,218.54,218.55,47200
15:16:00,218.55,218.85,218.55,218.64,63788
15:17:00,218.58,218.66,218.43,218.43,48026
15:18:00,218.41,218.52,218.29,218.43,89031
15:19:00,218.46,218.66,218.46,218.6089,85522
15:20:00,218.56,218.56,218.4446,218.54,49821
15:21:00,218.48,218.58,218.27,218.58,54007
15:22:00,218.59,218.7827,218.59,218.7827,44804
15:23:00,218.77,218.8,218.57,218.67,40533
15:24:00,218.63,218.69,218.51,218.55,32042
15:25:00,218.58,218.699,218.58,218.665,24167
15:26:00,218.66,218.77,218.66,218.66,36929
15:27:00,218.675,218.715,218.6214,218.6214,39331
15:28:00,218.65,218.7,218.41,218.4204,43878
15:29:00,218.485,218.56,218.4044,218.41,40273
15:30:00,218.37,218.3798,218.2369,218.27,57642
15:31:00,218.2456,218.3399,218.13,218.23,68128
15:32:00,218.26,218.33,217.96,217.96,109017
15:33:00,217.94,218.07,217.83,218.02,63967
15:34:00,218,218.05,217.9,217.9565,63698
15:35:00,217.9,218.09,217.87,218.09,56589
15:36:00,218.0938,218.28,218.07,218.28,72952
15:37:00,218.2634,218.37,218.086,218.086,69739
15:38:00,218.09,218.11,217.91,218.0336,72761
15:39:00,218.04,218.25,218.04,218.21,41196
15:40:00,218.22,218.32,218.17,218.19,48438
15:41:00,218.18,218.245,218.12,218.245,57574
15:42:00,218.2255,218.55,218.2135,218.48,85665
15:43:00,218.45,218.58,218.285,218.355,77092
15:44:00,218.385,218.4734,218.325,218.41,56745
15:45:00,218.4,218.45,218.2897,218.45,59386
15:46:00,218.4,218.56,218.1862,218.51,136808
15:47:00,218.53,218.56,218.42,218.45,68152
15:48:00,218.44,218.53,218.175,218.2073,80816
15:49:00,218.195,218.43,218.18,218.43,76817
15:50:00,218.42,218.45,218,218,107634
15:51:00,218,218.26,217.83,218.095,136817
15:52:00,218.14,218.14,217.75,217.8027,152098
15:53:00,217.75,217.81,217.7271,217.74,107313
15:54:00,217.711,217.76,217.62,217.73,100999
15:55:00,217.73,217.84,217.67,217.755,120042
15:56:00,217.74,218.026,217.74,217.805,131350
15:57:00,217.76,217.8,217.51,217.72,162161
15:58:00,217.77,217.78,217.58,217.6,104250
15:59:00,217.61,217.83,217.6,217.7401,205993
16:00:00,217.7,217.73,217.29,217.3,514323
9:31:00,219.02,219.02,218.56,218.855,923303
9:32:00,218.89,219.28,218.89,218.95,154059
9:33:00,218.93,218.98,218.4135,218.7228,188401
9:34:00,218.6,218.9296,218.56,218.7375,169516
9:35:00,218.65,218.65,218.11,218.17,170743
9:36:00,218.17,218.2901,217.82,217.96,211020
9:37:00,218.03,218.5,218.03,218.4969,162155
9:38:00,218.47,218.794,218.39,218.5239,147311
9:39:00,218.59,218.8,218.55,218.72,82290
9:40:00,218.7123,218.88,218.5675,218.88,105968
9:41:00,218.95,219.199,218.53,218.59,207704
9:42:00,218.61,218.86,218.61,218.7814,77942
9:43:00,218.731,219.13,218.61,218.99,129262
9:44:00,219.06,219.06,218.47,218.7846,153707
9:45:00,218.8,219,218.675,218.82,96813
9:46:00,218.89,218.98,218.61,218.61,72458
9:47:00,218.63,218.63,218.0375,218.0375,196618
9:48:00,218.11,218.3129,218.11,218.26,100537
9:49:00,218.21,218.43,218.21,218.37,77992
9:50:00,218.33,218.39,218.241,218.33,79474
9:51:00,218.33,218.33,217.8599,217.91,135148
9:52:00,217.97,218.08,217.8941,217.9,78042
9:53:00,217.9807,218.185,217.96,218.18,74916
9:54:00,218.205,218.31,218.17,218.3,64083
9:55:00,218.25,218.41,218.05,218.05,77154
9:56:00,218.05,218.22,218.05,218.195,52893
9:57:00,218.35,218.48,218.27,218.38,71868
9:58:00,218.43,218.6,218.42,218.54,98255
9:59:00,218.57,218.7133,218.51,218.69,100094
10:00:00,218.69,218.77,218.48,218.48,111056
10:01:00,218.44,218.64,218.44,218.59,80779
10:02:00,218.66,218.73,218.5733,218.72,84405
10:03:00,218.7,218.765,218.59,218.59,95426
10:04:00,218.565,218.79,218.4872,218.71,144598
10:05:00,218.77,218.77,218.5698,218.61,73181
10:06:00,218.59,218.64,218.49,218.55,65196
10:07:00,218.55,218.63,218.39,218.4,76300
10:08:00,218.35,218.35,218.2,218.32,82005
10:09:00,218.38,218.39,218.09,218.1241,68964
10:10:00,218.1399,218.18,217.91,218.05,97920
10:11:00,218,218.23,218,218.1267,88096
10:12:00,218.12,218.19,217.99,218,65509
10:13:00,217.98,218.29,217.94,218.23,77775
10:14:00,218.22,218.41,218.03,218.03,99324
10:15:00,218.02,218.08,217.78,217.78,127548
10:16:00,217.7996,217.8845,217.76,217.8845,96910
10:17:00,217.9,217.95,217.66,217.66,70613
10:18:00,217.63,217.6485,217.3,217.47,191987
10:19:00,217.5,217.61,217.41,217.61,67197
10:20:00,217.54,217.6799,217.47,217.5361,78247
10:21:00,217.53,217.85,217.53,217.77,73200
10:22:00,217.765,217.765,217.64,217.7,55771
10:23:00,217.62,217.9644,217.58,217.84,72900
10:24:00,217.8635,217.93,217.82,217.83,53466
10:25:00,217.83,217.98,217.75,217.88,62156
10:26:00,217.95,217.95,217.76,217.79,63182
10:27:00,217.76,217.77,217.53,217.68,95215
10:28:00,217.68,217.72,217.51,217.58,71470
10:29:00,217.61,217.7804,217.61,217.77,66840
10:30:00,217.83,217.8828,217.6,217.6,47387
10:31:00,217.55,217.55,217.4,217.46,80325
10:32:00,217.51,217.68,217.48,217.68,59583
10:33:00,217.68,217.88,217.68,217.69,58318
10:34:00,217.78,217.78,217.13,217.27,147493
10:35:00,217.25,217.3302,217.11,217.3302,86338
10:36:00,217.3,217.3,217.165,217.17,71982
10:37:00,217.165,217.2354,217.07,217.185,71221
10:38:00,217.17,217.17,216.84,216.875,196725
10:39:00,216.875,216.9759,216.8,216.8,80394
10:40:00,216.87,217.12,216.87,217.09,120394
10:41:00,217.1,217.58,217.1,217.42,133736
10:42:00,217.36,217.47,217.32,217.3793,69667
10:43:00,217.281,217.7,217.281,217.6799,113924
10:44:00,217.6432,217.7496,217.62,217.7496,68032
10:45:00,217.73,217.94,217.71,217.86,63980
10:46:00,217.87,218.04,217.8,217.89,91729
10:47:00,217.9284,217.9284,217.72,217.86,101358
10:48:00,217.8123,217.92,217.75,217.91,81357
10:49:00,217.92,217.97,217.76,217.97,58777
10:50:00,217.9,218,217.75,217.82,48602
10:51:00,217.8287,217.95,217.8049,217.9455,31830
10:52:00,217.94,218.19,217.91,218.1,123251
10:53:00,218.05,218.22,218,218.15,71711
10:54:00,218.12,218.17,218.06,218.1215,45209
10:55:00,218.15,218.28,218.09,218.2621,60591
10:56:00,218.32,218.4,218.27,218.32,80647
10:57:00,218.34,218.34,217.99,218.14,76693
10:58:00,218.15,218.3,218.15,218.22,42029
10:59:00,218.21,218.21,218.0601,218.12,42268
11:00:00,218.14,218.29,218.13,218.29,64466
11:01:00,218.33,218.38,218.28,218.32,75832
11:02:00,218.325,218.325,218.075,218.16,132184
11:03:00,218.1653,218.225,218.08,218.1399,51263
11:04:00,218.1,218.26,218.1,218.14,60275
11:05:00,218.19,218.19,217.9569,218.13,79927
11:06:00,218.1857,218.2295,218.1,218.2295,50503
11:07:00,218.235,218.28,218.14,218.14,44893
11:08:00,218.2,218.33,218.14,218.15,70344
11:09:00,218.1564,218.34,218.1564,218.27,52580
11:10:00,218.25,218.38,218.2455,218.38,82490
11:11:00,218.36,218.6,218.34,218.535,115502
11:12:00,218.5289,218.5289,218.3,218.3,79264
11:13:00,218.32,218.38,218.28,218.325,50527
11:14:00,218.36,218.73,218.36,218.625,123419
11:15:00,218.6277,218.87,218.6277,218.84,136693
11:16:00,218.84,218.869,218.8,218.8,52583
11:17:00,218.87,218.91,218.75,218.791,40546
11:18:00,218.7595,218.85,218.71,218.73,45918
11:19:00,218.78,219.06,218.6901,219.02,153717
11:20:00,219.0018,219.05,218.91,218.9207,54006
11:21:00,218.9876,219.07,218.98,219,69981
11:22:00,219.02,219.02,218.86,218.9101,59277
11:23:00,218.9,218.94,218.8349,218.89,36210
11:24:00,218.93,218.96,218.89,218.9583,43512
11:25:00,218.98,219.18,218.98,219.14,62479
11:26:00,219.14,219.19,219.0664,219.08,40094
11:27:00,219.09,219.09,218.89,218.9,55703
11:28:00,218.89,219.0465,218.88,219.0465,53964
11:29:00,219.02,219.145,218.86,218.9672,94038
11:30:00,218.96,219.08,218.96,219.01,30782
11:31:00,218.97,218.97,218.89,218.91,32779
11:32:00,218.96,219,218.83,218.83,40120
11:33:00,218.83,218.9433,218.83,218.84,43894
11:34:00,218.85,219.07,218.85,219.06,74983
11:35:00,219.1,219.3672,219.0648,219.3672,143915
11:36:00,219.34,219.38,219.155,219.25,89132
11:37:00,219.25,219.26,219.09,219.09,32740
11:38:00,219.12,219.3,219.12,219.23,35676
11:39:00,219.22,219.32,219.22,219.31,30852
11:40:00,219.325,219.63,219.325,219.63,123460
11:41:00,219.6,219.73,219.5788,219.595,100038
11:42:00,219.57,219.6498,219.51,219.54,68607
11:43:00,219.5499,219.5701,219.4,219.483,59575
11:44:00,219.46,219.48,219.351,219.47,47945
11:45:00,219.4554,219.48,219.38,219.42,54716
11:46:00,219.45,219.5,219.4,219.48,60064
11:47:00,219.5,219.54,219.45,219.53,53137
11:48:00,219.53,219.72,219.53,219.72,50465
11:49:00,219.76,219.76,219.6,219.63,52568
11:50:00,219.64,219.8,219.64,219.78,53558
11:51:00,219.77,219.85,219.58,219.58,92612
11:52:00,219.585,219.75,219.585,219.7051,42482
11:53:00,219.7198,219.73,219.6,219.67,38417
11:54:00,219.68,219.73,219.64,219.65,44030
11:55:00,219.65,219.74,219.6492,219.69,29328
11:56:00,219.725,219.83,219.725,219.77,45946
11:57:00,219.775,219.775,219.73,219.75,28009
11:58:00,219.69,219.8,219.6543,219.769,38758
11:59:00,219.75,219.895,219.745,219.89,38747
12:00:00,219.9,220.22,219.9,220.18,166883
12:01:00,220.185,220.37,220.185,220.22,113219
12:02:00,220.26,220.32,220.19,220.2852,49088
12:03:00,220.24,220.39,220.22,220.34,41344
12:04:00,220.3498,220.48,220.33,220.43,66475
12:05:00,220.4125,220.63,220.4125,220.59,74487
12:06:00,220.58,220.605,220.41,220.4795,59673
12:07:00,220.45,220.45,220.18,220.205,92526
